Time	Especie_1	Especie_2	Especie_3	Especie_4	Especie_5	
9.30	3.7801	9.3380	9.2331	9.6569	1.9064	
9.31	4.1190	8.9331	9.4563	9.9029	1.9782	
9.32	4.5098	8.7950	9.1261	10.5037	1.9059	
9.33	4.6792	9.2746	9.4255	10.5852	1.9276	
9.34	4.4024	9.3149	9.8900	10.8237	1.7677	
9.35	4.2549	8.8336	10.7016	10.2941	1.6881	
9.36	4.3514	8.6920	11.1757	9.8606	1.7751	
9.37	4.1668	9.2338	11.5999	9.6922	1.7513	
9.38	3.9040	8.9922	12.4114	9.5097	1.5697	
9.39	4.0992	9.5238	12.3474	9.8384	1.6029	
9.40	3.7352	9.6968	12.4794	9.7945	1.5571	
9.41	3.6257	9.4789	12.7674	10.1934	1.2896	
9.42	3.4891	9.7193	12.0129	10.5769	1.3716	
9.43	3.6872	8.8600	12.7873	11.0712	1.2397	
9.44	3.4597	8.8743	12.6367	11.1765	1.1669	
9.45	3.3004	8.7747	12.5563	10.8634	1.1610	
9.46	3.4840	8.8978	11.2782	11.0003	1.2162	
9.47	3.2290	9.1307	10.7896	11.4184	1.1409	
9.48	3.4433	9.1562	10.0565	11.7444	1.1865	
9.49	3.6876	9.1917	10.3127	11.8804	1.2293	
9.50	3.4581	9.0809	10.0610	11.6912	1.2392	
9.51	3.8222	9.1934	10.5463	11.8304	1.3629	
9.52	4.0406	9.6114	9.5997	11.9624	1.4133	
9.53	3.5466	9.1953	8.7737	11.7443	1.3574	
9.54	3.6784	9.0464	8.9954	12.0131	1.3752	
9.55	3.5722	8.4816	8.9895	12.2639	1.3147	
9.56	3.4394	8.6258	9.1318	12.1341	1.3365	
9.57	3.5749	8.6572	9.2979	11.9899	1.3232	
9.58	3.6128	7.6224	8.4830	11.7639	1.2670	
9.59	3.6735	7.1064	8.1689	12.0902	1.1954	
9.60	4.0902	7.5114	8.7558	11.8418	1.3708	
9.61	4.2037	7.5321	8.4638	11.5442	1.4982	
9.62	3.9125	7.7157	9.0253	11.2441	1.5701	
9.63	3.9701	8.0462	8.2268	11.5239	1.4796	
9.64	4.1366	7.6015	7.2267	10.9026	1.5838	
9.65	4.2322	7.5187	6.6103	10.9616	1.6844	
9.66	3.7580	7.7265	6.5482	11.1316	1.5866	
9.67	4.0617	7.3729	6.7060	11.3306	1.5668	
9.68	4.3685	7.0648	6.8439	11.9278	1.6077	
9.69	4.3959	6.9447	6.0118	12.7034	1.4159	
9.70	4.3139	7.1936	6.3982	12.4384	1.3767	
9.71	4.4123	6.2398	6.0119	12.3225	1.4195	
9.72	4.3053	6.1545	5.9652	11.9920	1.4005	
9.73	4.1214	6.1481	6.6101	12.0547	1.4109	
9.74	4.5758	6.1683	6.5487	11.9267	1.4692	
9.75	4.3936	6.5381	7.1919	12.2433	1.4429	
9.76	4.6391	6.8119	7.6596	11.6724	1.6346	
9.77	4.8649	6.2617	7.8894	11.5128	1.6641	
9.78	5.1337	5.7246	8.3550	11.7874	1.6188	
9.79	5.4110	5.0556	8.9302	11.5553	1.5817	
9.80	6.2564	5.2831	9.2856	12.0103	1.6304	
9.81	7.4313	5.4426	9.7192	12.8335	1.7864	
9.82	6.4657	5.2590	9.2439	13.5759	1.5984	
9.83	6.3360	5.3498	9.4952	12.9526	1.7021	
9.84	5.6884	5.4713	9.5493	12.6148	1.5890	
9.85	5.7300	5.1597	10.0985	12.2316	1.5261	
9.86	5.5665	4.7829	9.3773	12.1561	1.4086	
9.87	4.9818	4.7427	9.6182	12.1395	1.2596	
9.88	4.8962	4.7630	9.3906	11.5043	1.3197	
9.89	5.0588	4.9040	9.4216	11.0162	1.3886	
9.90	5.2978	5.1056	9.5431	11.4784	1.3165	
9.91	5.1064	5.3050	9.6216	11.2736	1.2916	
9.92	4.9251	4.9311	9.1862	10.9779	1.2537	
9.93	4.8151	4.7968	8.9842	10.6727	1.2136	
9.94	4.9728	5.1510	8.9714	10.2072	1.3191	
9.95	5.2351	5.5736	9.4189	9.7884	1.3231	
9.96	4.9231	5.6460	10.0365	9.7102	1.3248	
9.97	4.8328	6.0482	10.0329	10.0132	1.3234	
9.98	4.6207	6.1599	9.8388	10.0493	1.3810	
9.99	4.6445	6.5000	10.0407	10.2350	1.3247	
10.00	4.4225	6.5747	10.5023	10.2689	1.2965	
10.01	4.3430	6.9574	9.3281	10.8649	1.3489	
10.02	4.6920	6.9033	9.2652	11.4183	1.2993	
10.03	4.7577	6.5101	9.7438	11.2152	1.2781	
10.04	4.5026	6.2591	9.3235	11.2247	1.2402	
10.05	4.8013	5.8807	8.8614	11.2403	1.2549	
10.06	4.4555	5.8013	8.1034	11.5050	1.2365	
10.07	4.2193	5.4114	7.7267	12.1618	1.0296	
10.08	4.7536	5.6294	7.3364	12.6722	1.1372	
10.09	5.2252	5.6337	8.1006	12.7585	1.1054	
10.10	4.2959	5.7333	6.7175	12.7830	1.0243	
10.11	4.2983	5.8521	7.0589	12.4909	1.0989	
10.12	4.6562	5.7991	7.3624	12.4709	1.1746	
10.13	5.0149	6.2593	7.8643	12.6151	1.2458	
10.14	4.5524	6.4826	8.4169	12.5467	1.1525	
10.15	4.8805	6.3335	8.6021	13.2491	1.0771	
10.16	4.8615	6.2637	8.0251	12.8708	1.1284	
10.17	4.7484	5.7928	7.8582	12.5278	1.1034	
10.18	4.3183	5.7726	8.2862	12.7368	1.0007	
10.19	4.5632	6.3335	7.2859	12.7623	1.0682	
10.20	4.5604	6.3067	7.5788	12.4570	1.1728	
10.21	4.4735	6.5706	6.9314	12.3743	1.2458	
10.22	4.4053	6.7030	6.4974	12.3390	1.3296	
10.23	4.7542	6.1105	6.4955	12.1746	1.4282	
10.24	4.4793	5.9551	6.0925	11.5446	1.4971	
10.25	4.3912	6.5999	6.2155	11.2156	1.6678	
10.26	4.3095	6.5807	6.8735	11.0192	1.5296	
10.27	4.0752	6.3995	7.1974	10.6911	1.5705	
10.28	4.2073	6.2001	6.8372	11.2284	1.5117	
10.29	4.3863	6.1974	7.2151	11.3666	1.4952	
10.30	4.7530	6.6447	7.1079	11.0500	1.7315	
10.31	4.2722	6.5176	7.4106	10.5377	1.6588	
10.32	4.7300	6.1222	7.5248	10.3067	1.8434	
10.33	4.6997	6.6941	7.2329	9.6709	2.1392	
10.34	4.2236	6.8930	7.3332	9.8557	2.1402	
10.35	4.3495	6.7451	7.7611	9.8108	2.1725	
10.36	4.4720	6.9562	7.6170	10.0169	2.2108	
10.37	4.5724	6.9657	7.8970	9.8609	2.2227	
10.38	4.3870	7.0671	7.3124	10.0616	2.1017	
10.39	4.3379	7.1556	7.0352	9.9370	2.1021	
10.40	4.4699	7.0594	7.0059	9.8477	2.1743	
10.41	4.7423	7.1984	6.9782	9.7625	2.4386	
10.42	4.5066	7.0803	7.0700	9.5085	2.3095	
10.43	3.7700	7.3604	6.1970	9.9181	2.1287	
10.44	3.7643	7.1705	6.3841	9.8795	2.1329	
10.45	4.2406	7.3872	6.7629	9.8090	2.3019	
10.46	3.7296	7.5748	5.4836	9.6707	2.1367	
10.47	3.8455	7.7723	5.0478	9.9831	2.0879	
10.48	3.8742	7.8829	5.1813	9.9797	2.1494	
10.49	3.5820	7.3545	5.7741	9.6751	2.0065	
10.50	3.7471	7.1221	5.8668	9.8189	2.0085	
10.51	3.8428	7.3475	5.6189	9.7799	2.0996	
10.52	3.7596	7.5233	5.9459	9.7435	1.9802	
10.53	3.6410	8.0258	6.5744	9.5473	2.0832	
10.54	3.5260	8.4048	6.5653	9.1990	2.0320	
10.55	3.3111	8.8384	6.4765	9.2886	1.8592	
10.56	3.4582	8.8171	6.4295	9.0872	2.1368	
10.57	3.5145	9.5907	6.2365	9.7122	2.1073	
10.58	3.6185	9.7549	7.2872	9.7846	2.0679	
10.59	3.5732	10.4478	8.0697	9.4256	2.0999	
10.60	3.0763	10.3601	7.8930	9.8724	1.7665	
10.61	2.9832	9.9850	7.7352	10.0366	1.7650	
10.62	3.0948	10.1041	7.8751	10.2833	1.8228	
10.63	3.0546	9.5766	8.4519	9.8595	1.8912	
10.64	3.0661	10.2397	8.0344	9.7789	2.0320	
10.65	3.2756	10.2925	7.4579	9.5114	2.2447	
10.66	3.3416	10.7550	7.6912	9.7030	2.1522	
10.67	3.2149	10.7514	7.0154	10.2638	2.0280	
10.68	3.1330	10.0491	7.3603	10.6488	1.9509	
10.69	3.0251	9.2228	7.1612	10.3382	1.8573	
10.70	3.0796	9.0935	7.0615	10.1574	1.8368	
10.71	2.8983	9.3915	7.0324	10.4240	1.7568	
10.72	2.6284	9.4196	6.4811	10.8976	1.6038	
10.73	2.4567	9.4846	6.2622	11.0412	1.5794	
10.74	2.6169	8.8402	5.6293	11.1168	1.6402	
10.75	2.5986	9.1190	6.4127	11.0299	1.4722	
10.76	2.8175	9.1785	6.6103	11.0665	1.5384	
10.77	2.8330	8.6578	6.6103	11.6591	1.2237	
10.78	2.9817	8.5559	6.8062	11.5237	1.3171	
10.79	3.1488	9.1927	6.8129	11.9247	1.3697	
10.80	2.9367	9.4294	6.4295	12.0129	1.3229	
10.81	2.7231	9.0164	5.9766	12.4237	1.2945	
10.82	2.8703	8.5899	6.1260	12.4317	1.2652	
10.83	3.0063	8.3182	6.3837	12.3405	1.2614	
10.84	3.1294	8.3621	5.7840	12.6912	1.3482	
10.85	2.9017	8.6754	5.7469	12.5730	1.3037	
10.86	2.9242	9.3228	6.1373	12.0689	1.4433	
10.87	2.9436	9.2961	5.8333	12.2140	1.4391	
10.88	2.7406	10.1842	5.5895	13.0198	1.3800	
10.89	2.5285	9.1206	5.7816	12.9646	1.1512	
10.90	2.3871	9.1965	5.6536	13.4081	1.0081	
10.91	2.4264	9.0172	5.9397	12.8634	1.0312	
10.92	2.3540	9.2858	5.3593	13.1622	0.9967	
10.93	2.5841	9.2573	4.7464	13.2259	1.0526	
10.94	2.6990	9.2527	4.5187	13.2607	1.0359	
10.95	2.7593	9.1582	5.2782	12.9767	1.0296	
10.96	2.7564	9.7789	4.5851	13.4453	1.1065	
10.97	2.7505	10.2602	4.6541	13.7349	1.1661	
10.98	3.0952	9.9040	4.7551	13.7207	1.2319	
10.99	3.0670	9.8351	4.7774	14.5455	1.0243	
11.00	3.1968	9.9436	4.5531	14.7407	1.0273	
11.01	3.2796	10.2645	4.8900	15.1235	1.0295	
11.02	3.3211	10.6215	4.7197	14.9748	1.1014	
11.03	3.2686	10.3552	4.7051	14.2882	1.1406	
11.04	3.2060	10.2517	4.2954	15.1566	1.1101	
11.05	3.3640	10.5709	4.3460	13.9832	1.3613	
11.06	3.2260	11.2670	4.6663	14.2955	1.3180	
11.07	3.2238	10.8326	4.3489	14.0596	1.3134	
11.08	3.2467	11.1401	4.0595	13.9753	1.2466	
11.09	3.1444	11.3282	3.8340	14.6463	1.1912	
11.10	3.1257	11.2947	4.0867	14.6815	1.1690	
11.11	3.4751	11.1814	3.9919	14.5861	1.2385	
11.12	3.9946	10.8192	3.9552	15.6156	1.2619	
11.13	4.0195	10.6853	4.0429	14.8882	1.3528	
11.14	4.3591	10.2283	4.1466	14.8973	1.4852	
11.15	4.5354	9.8843	4.3387	15.2533	1.3211	
11.16	4.6221	9.9147	4.2712	15.2223	1.3413	
11.17	4.7956	10.0949	4.5393	15.2281	1.3072	
11.18	4.5043	10.3741	4.4045	15.6707	1.2530	
11.19	4.8823	10.0529	4.4132	16.7613	1.1836	
11.20	4.9239	10.7396	4.0877	16.4567	1.2635	
11.21	4.8000	9.9481	4.2830	16.7246	1.1907	
11.22	5.2300	9.9068	4.0402	16.8104	1.2940	
11.23	5.4905	9.7521	3.4801	16.5397	1.3279	
11.24	6.1356	9.6813	3.1011	17.7798	1.2433	
11.25	6.0704	9.8096	3.5051	17.3699	1.1879	
11.26	6.1229	9.9544	3.2821	17.9739	1.1491	
11.27	6.3793	9.6331	3.2581	18.3229	1.2510	
11.28	6.8870	9.2956	3.3945	18.6634	1.2842	
11.29	5.9652	10.1269	3.4499	18.3849	1.3430	
11.30	6.0932	10.3553	3.5328	18.3238	1.4148	
11.31	5.4808	10.4780	3.6223	17.7133	1.2383	
11.32	5.3885	11.1141	3.6731	17.8385	1.2599	
11.33	4.7961	11.0562	3.7549	18.4978	1.1066	
11.34	4.7920	11.4344	4.1522	18.4719	1.1300	
11.35	4.9218	11.3493	4.2043	17.8997	1.1468	
11.36	4.4427	11.1022	4.1068	17.7947	1.0663	
11.37	4.2770	11.1018	4.1101	18.2578	1.0064	
11.38	4.3701	11.1618	4.0171	18.1923	1.1155	
11.39	4.8592	11.1155	4.0127	18.0118	1.1570	
11.40	4.8951	10.7726	3.6907	17.9850	1.2095	
11.41	4.6962	11.1208	3.6483	17.5157	1.1678	
11.42	4.6574	10.5778	3.1302	18.5064	1.0711	
11.43	4.4418	10.8345	2.9992	18.4683	1.1381	
11.44	4.2927	10.0705	2.9992	18.2546	1.0322	
11.45	4.2890	10.1749	2.8012	17.8221	1.0811	
11.46	4.5059	9.9625	3.1009	17.7255	1.0237	
11.47	4.2925	10.3898	3.1127	17.6692	1.0384	
11.48	4.2877	10.9207	2.8825	17.8941	1.0974	
11.49	4.1220	10.9410	2.6079	18.6539	0.9601	
11.50	4.5092	11.3512	2.6731	18.1139	1.1774	
11.51	4.7325	11.2055	2.5411	18.6423	1.1211	
11.52	5.2072	11.9527	2.7414	18.2901	1.2864	
11.53	5.2129	11.4114	2.7891	18.3970	1.2545	
11.54	4.9423	11.9305	2.7870	18.6914	1.2066	
11.55	4.9617	12.5472	2.8868	18.9142	1.2770	
11.56	4.8732	13.7008	2.9958	19.4010	1.3341	
11.57	5.0309	13.9276	2.9741	18.8103	1.3453	
11.58	3.9926	13.8711	2.8400	18.5315	1.1719	
11.59	4.0247	14.4910	3.0115	17.9990	1.2235	
11.60	4.0110	14.4827	2.7959	18.7206	1.1570	
11.61	4.0866	14.1503	2.9258	18.0580	1.1853	
11.62	4.0298	13.5162	3.0733	17.2368	1.2382	
11.63	4.1586	13.4284	3.1620	16.8652	1.2272	
11.64	3.8731	13.0941	3.1669	17.1975	1.0763	
11.65	3.5436	13.1343	3.1525	17.5839	0.9660	
11.66	3.9918	13.5537	3.7579	17.0082	1.0980	
11.67	3.6930	14.0366	4.0626	16.7713	1.0789	
11.68	3.8689	14.3726	3.8473	16.9653	1.1307	
11.69	3.5462	13.7186	3.9302	16.8540	1.0711	
11.70	3.5011	13.7585	4.0626	16.8329	1.1367	
11.71	3.4766	13.8093	4.1540	16.8683	1.1253	
11.72	3.5472	14.7175	4.2900	16.2112	1.1942	
11.73	3.2774	15.0029	4.0802	15.5045	1.3181	
11.74	3.5626	14.3915	4.0259	15.8704	1.4674	
11.75	3.8581	14.5159	3.8752	16.2817	1.6149	
11.76	3.8693	15.6260	3.8639	16.3360	1.6965	
11.77	4.6072	15.5263	3.8090	17.4353	1.7592	
11.78	4.2791	14.2203	3.8426	17.6197	1.6188	
11.79	4.2316	14.5620	3.4691	17.5809	1.5098	
11.80	4.4677	15.3873	3.5070	17.2187	1.7033	
11.81	3.6793	15.3961	3.9009	15.9686	1.6920	
11.82	3.7979	15.2855	3.7460	17.0926	1.6224	
11.83	3.7882	14.9553	3.4613	17.5546	1.5376	
11.84	3.6769	14.6796	3.4605	17.8071	1.4846	
11.85	3.9205	14.9520	3.1783	18.7282	1.5178	
11.86	3.2489	14.8488	3.2596	17.7856	1.3216	
11.87	3.1449	15.2165	3.1077	17.7800	1.3284	
11.88	2.9747	16.1780	3.3245	17.3092	1.3668	
11.89	2.8785	15.6517	3.2002	17.5867	1.3602	
11.90	2.7823	16.1542	3.3374	17.6913	1.2781	
11.91	2.8271	14.4438	3.0725	18.7838	1.0857	
11.92	2.5423	15.1688	3.2275	18.7880	0.9571	
11.93	2.5954	14.6946	3.2914	18.1483	1.0235	
11.94	2.8582	13.6297	3.3736	18.7066	1.0776	
11.95	3.2320	13.5423	3.2141	19.6324	1.0782	
11.96	3.2354	13.7324	3.2495	18.4808	1.1703	
11.97	3.0646	14.1669	3.3413	17.0137	1.3407	
11.98	3.1470	14.9393	3.5376	16.4823	1.4264	
11.99	2.9037	15.5714	3.5424	15.8518	1.4412	
12.00	3.1209	16.3582	3.3933	15.9194	1.5920	
12.01	3.4749	15.9062	3.3290	16.6794	1.5404	
12.02	3.5407	15.1533	3.3159	16.9855	1.4175	
12.03	3.4530	15.2218	3.3059	17.3136	1.2921	
12.04	3.4327	14.3650	3.1866	17.9020	1.1546	
12.05	3.5722	13.4198	2.9672	18.4519	1.0470	
12.06	3.7882	13.8563	3.0816	18.2249	1.0768	
12.07	3.2426	12.6953	2.7579	18.5690	0.8680	
12.08	3.3597	13.5016	2.6972	18.7616	0.8702	
12.09	3.5600	12.6053	2.8498	18.3152	0.8713	
12.10	3.7957	12.0461	2.7404	17.8715	0.9204	
12.11	3.6867	11.7372	2.5046	18.3629	0.7856	
12.12	3.6458	11.3171	2.5240	17.9612	0.8260	
12.13	3.4787	11.5339	2.3557	17.4842	0.8002	
12.14	3.8038	12.1904	2.4494	18.3506	0.7847	
12.15	3.2378	11.8400	2.0628	19.1996	0.5839	
12.16	3.6258	10.6525	2.2729	19.5918	0.5385	
12.17	3.9983	10.0898	2.1788	20.5396	0.5026	
12.18	4.4413	10.2214	2.1304	21.4534	0.5005	
12.19	4.5893	11.1065	2.1231	22.2173	0.5113	
12.20	4.9648	11.0262	2.0640	22.5942	0.5315	
12.21	4.9300	10.7800	2.1447	21.6297	0.5251	
12.22	5.0028	10.4091	2.4844	21.1960	0.5061	
12.23	5.3075	10.5339	2.4696	20.8575	0.5565	
12.24	5.6900	11.0916	2.4013	20.7750	0.6106	
12.25	5.9293	10.9722	2.4304	20.6391	0.6008	
12.26	5.5520	10.9155	2.1678	21.1862	0.5479	
12.27	5.0856	11.1851	2.0800	21.4637	0.5059	
12.28	5.5160	11.2514	1.8572	21.7791	0.5367	
12.29	5.1230	10.9751	1.8945	19.9366	0.5395	
12.30	4.8831	10.1184	1.7814	19.6766	0.5169	
12.31	5.1167	9.9638	1.7253	19.3594	0.5548	
12.32	5.1578	9.1601	1.7719	19.4267	0.4957	
12.33	5.1130	8.6746	1.7673	18.7489	0.5156	
12.34	5.5121	9.3757	1.9035	19.2711	0.5191	
12.35	5.3739	9.4531	1.9367	18.2638	0.5041	
12.36	6.2441	8.9613	1.9881	19.5858	0.5025	
12.37	6.2924	9.2027	1.8588	19.7848	0.4928	
12.38	6.5002	8.6752	1.8668	20.5016	0.4598	
12.39	6.1071	8.6154	1.9515	21.3212	0.3866	
12.40	6.1459	9.3644	2.1202	20.4903	0.4306	
12.41	5.5291	9.5205	2.0809	19.3618	0.4319	
12.42	5.7667	10.1055	1.8984	19.9900	0.4393	
12.43	5.6993	9.7793	1.7274	20.2328	0.4372	
12.44	5.5493	8.9476	1.7710	19.6170	0.3953	
12.45	5.6200	9.6077	2.0084	17.9334	0.4930	
12.46	5.4754	8.7774	1.8948	18.7063	0.4577	
12.47	5.7022	9.2823	1.7603	18.4284	0.5007	
12.48	5.9545	9.4402	1.6035	19.5868	0.5128	
12.49	6.4014	9.4713	1.6728	19.1039	0.5575	
12.50	6.6399	9.7250	1.6883	17.8078	0.5978	
12.51	6.3133	9.2375	1.7533	16.8056	0.5376	
12.52	5.9180	9.6081	1.7922	16.1665	0.5446	
12.53	5.7268	10.1952	1.6764	16.6181	0.5208	
12.54	5.4892	10.6138	1.5860	16.4580	0.5256	
12.55	5.5474	9.4736	1.4382	16.7778	0.4927	
12.56	5.6682	10.1334	1.5383	16.4039	0.5491	
12.57	6.2288	10.2346	1.6428	16.0171	0.6086	
12.58	5.8202	10.2068	1.5954	15.5846	0.6220	
12.59	6.4766	10.2173	1.5950	15.2337	0.6891	
12.60	6.2426	10.1459	1.5914	14.8749	0.7345	
12.61	6.2719	10.0288	1.4968	14.5155	0.7553	
12.62	6.1023	9.0045	1.5050	14.0363	0.7069	
12.63	5.8936	8.3218	1.4612	14.1673	0.6529	
12.64	6.2806	7.9945	1.5406	14.2133	0.6804	
12.65	6.6210	8.3222	1.5202	14.8445	0.7043	
12.66	6.3964	8.1354	1.5051	14.8478	0.6643	
12.67	6.6163	7.9888	1.5066	14.3888	0.6327	
12.68	6.8960	8.4090	1.5340	14.7444	0.7208	
12.69	7.2870	8.5862	1.5116	13.6235	0.8212	
12.70	6.6079	8.5251	1.4275	13.5561	0.7953	
12.71	7.1119	8.1898	1.4018	13.3660	0.8456	
12.72	7.4972	8.2984	1.3898	13.2994	0.9342	
12.73	6.8252	8.7614	1.4044	12.9633	0.9387	
12.74	6.1756	8.7196	1.3942	12.4947	0.9207	
12.75	6.0428	8.3157	1.4320	12.6901	0.8814	
12.76	6.5092	8.7716	1.4603	12.7358	0.9477	
12.77	6.3260	8.9178	1.4458	11.9970	0.9956	
12.78	5.6810	9.0521	1.5891	11.8811	0.8634	
12.79	5.3077	8.8675	1.6842	11.1800	0.8622	
12.80	5.0782	8.3402	1.6276	10.4841	0.8840	
12.81	4.8446	8.2530	1.7555	10.4714	0.9144	
12.82	5.0585	8.3295	1.7779	10.1287	0.9971	
12.83	4.7733	8.2820	1.6190	10.6153	0.9599	
12.84	5.2837	8.0652	1.6207	10.9611	0.9185	
12.85	5.1931	8.2288	1.6509	10.9495	0.8795	
12.86	4.9507	8.4128	1.7123	10.6451	0.9480	
12.87	5.1840	8.4979	1.7348	10.5120	0.9278	
12.88	5.4169	8.1684	1.8092	9.8074	0.9649	
12.89	5.5835	8.5206	1.8880	10.0305	0.9823	
12.90	5.8709	8.0794	2.0102	10.4577	0.9042	
12.91	5.6012	8.6286	1.9667	11.1989	0.7938	
12.92	5.7091	8.4659	1.8275	11.3994	0.7016	
12.93	5.7128	8.4284	1.5419	11.4243	0.7240	
12.94	5.1378	8.7893	1.5983	11.5245	0.7158	
12.95	5.2396	9.3467	1.4195	12.3203	0.7360	
12.96	4.8262	9.2786	1.4701	12.4802	0.7080	
12.97	5.0463	9.5133	1.4781	13.0259	0.6367	
12.98	4.4750	9.3407	1.4944	13.4375	0.5627	
12.99	4.6806	8.7558	1.3453	14.5246	0.5305	
13.00	4.5174	8.7148	1.2846	14.7871	0.5123	
13.01	4.6532	9.9223	1.3611	15.6371	0.5366	
13.02	5.0803	9.9651	1.3579	15.1050	0.6083	
13.03	5.1910	9.7634	1.3237	14.3570	0.6911	
13.04	4.9019	9.8810	1.3886	14.8876	0.6572	
13.05	4.8006	10.5080	1.3959	14.6646	0.6632	
13.06	4.5539	9.7473	1.4127	14.1079	0.6689	
13.07	5.1109	9.8231	1.3900	14.1434	0.7294	
13.08	5.1268	9.6953	1.2449	13.2259	0.8126	
13.09	5.0682	9.1233	1.3143	13.1315	0.7467	
13.10	5.0528	9.8785	1.3921	12.6796	0.8159	
13.11	5.0589	10.1161	1.4018	12.7766	0.7954	
13.12	5.6787	10.2186	1.2773	13.3883	0.8124	
13.13	5.5626	10.2236	1.2388	13.2006	0.7738	
13.14	5.6257	9.7716	1.2009	13.0260	0.8180	
13.15	6.1537	10.1587	1.2692	12.7155	0.9204	
13.16	6.0856	10.0545	1.3610	13.3446	0.8152	
13.17	5.5625	10.8387	1.3437	13.8272	0.7920	
13.18	5.5572	11.1827	1.3311	14.0076	0.8209	
13.19	5.5938	11.1192	1.2499	14.4659	0.8349	
13.20	5.1329	10.4904	1.3116	14.1404	0.7763	
13.21	5.1650	9.6400	1.3756	14.1803	0.8097	
13.22	4.9864	10.7122	1.3707	14.3869	0.8228	
13.23	4.8669	10.3786	1.4748	14.0766	0.7766	
13.24	5.2021	10.8207	1.4443	14.0103	0.8510	
13.25	5.7881	11.1621	1.5711	13.0679	0.9800	
13.26	5.5795	11.0123	1.5524	13.6467	0.8521	
13.27	6.4201	10.7379	1.6759	14.2635	0.8717	
13.28	6.6084	10.9220	1.7229	13.6599	0.9416	
13.29	7.0383	10.6653	1.6524	14.1188	0.8773	
13.30	6.2224	9.9739	1.6796	14.5904	0.7342	
13.31	6.6401	10.4065	1.7478	14.1047	0.7203	
13.32	6.6540	11.4097	1.8707	13.0971	0.8169	
13.33	6.7506	11.1475	2.0115	12.4884	0.8977	
13.34	6.6603	11.5108	2.0619	12.7029	0.8793	
13.35	6.7044	10.7965	2.1539	12.3839	0.8730	
13.36	6.2171	10.9201	1.9552	13.0085	0.8538	
13.37	6.0952	11.5592	2.1001	12.2754	0.9529	
13.38	5.6672	11.8198	2.1139	12.1423	0.9057	
13.39	6.1783	11.4299	2.1897	11.4916	0.9847	
13.40	6.0662	12.3571	2.2481	11.0641	1.0580	
13.41	6.0531	12.1750	2.2249	11.6946	0.9829	
13.42	6.4976	11.8947	1.8867	11.9441	1.0192	
13.43	6.5100	12.3204	1.9219	12.1732	0.9920	
13.44	6.0710	11.8112	1.9325	11.6460	1.0188	
13.45	6.2312	11.9536	2.1885	11.0908	1.0440	
13.46	6.5508	10.9893	2.3450	11.6721	0.9981	
13.47	5.7873	10.9174	2.0999	11.7627	0.9932	
13.48	6.1407	11.6241	1.8854	12.1278	1.0798	
13.49	6.0512	11.8696	1.7320	12.5614	1.0596	
13.50	5.6285	11.4419	1.5880	13.4462	1.0075	
13.51	5.5673	11.5229	1.3336	13.1016	1.0904	
13.52	5.7673	11.0430	1.3064	13.1204	1.1069	
13.53	5.5670	11.4013	1.3923	12.9781	1.0813	
13.54	5.4593	11.4339	1.2963	12.6230	1.1050	
13.55	5.2724	11.7773	1.2934	11.9687	1.1925	
13.56	5.1409	12.7342	1.3336	11.8620	1.3002	
13.57	5.4108	13.5710	1.3544	11.2383	1.5703	
13.58	5.3477	13.5946	1.3727	11.3969	1.4856	
13.59	5.6510	13.3098	1.5102	11.6994	1.3865	
13.60	5.6351	12.9691	1.2808	12.4435	1.3099	
13.61	5.5791	14.0015	1.1765	12.9088	1.3662	
13.62	6.0234	12.9651	1.2292	13.0124	1.3209	
13.63	6.5775	13.3073	1.2880	13.2977	1.3950	
13.64	6.4502	13.0486	1.3139	12.8204	1.4612	
13.65	6.3039	12.5917	1.2587	12.5918	1.5646	
13.66	7.0166	11.9197	1.2832	12.5157	1.6708	
13.67	7.6187	12.5963	1.3069	12.1904	1.8950	
13.68	8.0436	12.9572	1.4617	12.4077	1.9212	
13.69	8.3868	13.3046	1.5321	12.5651	1.9917	
13.70	8.3614	13.0703	1.4915	11.7971	2.1329	
13.71	7.6425	11.9310	1.5600	12.6345	1.6215	
13.72	7.8258	12.1355	1.6276	12.1982	1.7494	
13.73	8.3196	12.2656	1.5768	12.3552	1.7114	
13.74	8.7337	11.7119	1.5701	11.8962	1.6887	
13.75	9.1353	12.0496	1.4361	12.1198	1.8127	
13.76	10.7097	12.1620	1.4144	12.5429	2.0113	
13.77	9.6729	11.9004	1.4497	13.0991	1.8637	
13.78	9.5745	12.1968	1.5108	12.6290	1.9910	
13.79	9.4719	13.0964	1.4984	12.7394	2.2000	
13.80	9.4972	13.4877	1.4607	13.3376	2.0919	
13.81	9.4774	13.9153	1.5186	13.0801	2.1047	
13.82	9.9683	13.5054	1.4925	13.1382	2.0850	
13.83	9.4891	13.6130	1.4299	12.7134	2.2532	
13.84	9.9219	14.2893	1.5369	12.6267	2.2744	
13.85	9.9794	15.2846	1.7238	12.6957	2.3761	
13.86	9.6758	15.4213	1.6668	13.1877	2.3052	
13.87	9.9051	14.1698	1.6070	13.8170	2.1967	
13.88	10.1971	14.1287	1.8666	13.7777	2.2865	
13.89	9.9976	13.9711	1.8340	13.5950	2.2635	
13.90	8.5174	14.4285	2.1467	13.5692	1.8918	
13.91	8.2581	14.5612	2.3554	13.2744	1.8175	
13.92	8.0294	15.0579	2.2417	13.0788	1.7440	
13.93	7.6148	14.8161	2.3123	13.2924	1.6521	
13.94	7.7635	14.5073	2.5319	13.3093	1.5678	
