Time	Especie_1	Especie_2	Especie_3	Especie_4	Especie_5	
26.79	1.7647	6.3774	2.5913	15.4418	0.2704	
26.80	1.8902	6.1281	2.6542	15.5816	0.2652	
26.81	1.8991	5.3676	2.4696	15.6986	0.2599	
26.82	1.7825	5.5702	2.5232	15.3717	0.2644	
26.83	1.7887	5.7500	2.5398	15.4875	0.2767	
26.84	1.7312	5.9374	2.8383	14.6811	0.2973	
26.85	1.7530	6.4605	2.9272	15.3645	0.2926	
26.86	1.8658	6.8609	2.9565	15.8262	0.2983	
26.87	2.0481	6.8359	3.1618	15.5383	0.3171	
26.88	1.9126	6.4096	3.0065	16.4812	0.2685	
26.89	1.8996	6.8168	3.0445	15.5099	0.3031	
26.90	1.9873	7.5707	3.0876	14.7628	0.3649	
26.91	1.7148	6.9614	3.0046	14.8324	0.3002	
26.92	1.6805	6.8628	3.0996	14.5469	0.3068	
26.93	1.6393	6.8796	3.1783	15.1016	0.2888	
26.94	1.5100	6.6694	3.0612	15.2971	0.2634	
26.95	1.4557	6.5955	3.1149	15.8912	0.2439	
26.96	1.4427	6.4094	3.1305	15.8899	0.2312	
26.97	1.4085	5.9353	3.2843	15.1167	0.2439	
26.98	1.3991	6.2729	3.3715	13.8105	0.2826	
26.99	1.3661	6.7327	3.3999	14.3411	0.2891	
27.00	1.4357	7.0324	3.4734	14.8071	0.3037	
27.01	1.4628	6.7904	3.6706	14.4239	0.3205	
27.02	1.4405	7.2176	3.9632	14.7609	0.3278	
27.03	1.2701	7.1064	3.9468	15.2536	0.2702	
27.04	1.1993	7.6409	4.2288	15.0662	0.2641	
27.05	1.3167	8.1399	4.6519	15.5322	0.2706	
27.06	1.4201	8.0660	4.5345	16.2082	0.2629	
27.07	1.5146	8.1765	3.8302	17.1133	0.2565	
27.08	1.6338	7.8304	3.6811	18.3338	0.2412	
27.09	1.5967	8.1626	3.9495	18.0818	0.2345	
27.10	1.5385	7.9483	3.5563	17.9283	0.2333	
27.11	1.4267	7.6162	3.7557	18.5698	0.2035	
27.12	1.5107	7.7372	3.8694	18.0419	0.2221	
27.13	1.6421	7.5188	4.3271	17.1005	0.2301	
27.14	1.7562	6.9453	3.8785	18.1939	0.2120	
27.15	1.8918	6.8773	3.9179	17.1841	0.2544	
27.16	1.7949	7.2663	3.8261	17.0420	0.2456	
27.17	1.6212	6.8247	3.7973	17.4552	0.2192	
27.18	1.7412	6.6610	3.7606	17.0028	0.2422	
27.19	1.7551	6.7961	3.3395	17.4471	0.2427	
27.20	1.9979	6.5920	3.3256	18.5797	0.2378	
27.21	2.0471	6.2897	3.1193	18.3637	0.2427	
27.22	2.0931	6.2606	3.3417	17.3998	0.2636	
27.23	1.9493	6.3275	3.0974	17.4962	0.2593	
27.24	1.9527	6.4736	3.1933	16.3156	0.3005	
27.25	1.8386	6.6661	3.7325	16.3335	0.3063	
27.26	1.8615	7.1867	3.9003	16.9214	0.3009	
27.27	1.9437	7.0592	3.7163	16.7234	0.3008	
27.28	2.0512	7.4377	3.3869	16.6281	0.3437	
27.29	1.9710	7.5813	3.6160	16.0417	0.3387	
27.30	1.8009	6.9738	3.7038	16.6196	0.2979	
27.31	1.8089	7.4982	4.1228	16.5019	0.3096	
27.32	1.9180	7.4078	4.1483	16.3222	0.3335	
27.33	1.9240	7.3268	4.0107	16.9191	0.3180	
27.34	1.8496	6.9712	3.8139	16.6193	0.3079	
27.35	2.0043	6.6561	3.7563	15.9329	0.3484	
27.36	1.7917	7.2698	3.8035	14.7528	0.3786	
27.37	1.9335	7.0274	3.9206	15.1675	0.3403	
27.38	1.8376	7.1970	4.1212	14.8539	0.3354	
27.39	1.9968	7.1512	4.0819	14.6885	0.3456	
27.40	1.9771	7.0075	3.9416	15.1737	0.3342	
27.41	1.9082	6.9326	3.4884	15.2160	0.3382	
27.42	2.0757	7.0610	3.8455	15.3988	0.3577	
27.43	2.0696	6.8776	3.5485	16.2000	0.3479	
27.44	2.2477	6.6357	3.2353	16.5292	0.3435	
27.45	2.1003	6.6908	3.2991	16.6045	0.3029	
27.46	2.1298	6.6920	3.2720	17.7272	0.2960	
27.47	2.0899	7.0275	3.1271	17.5354	0.3135	
27.48	2.2674	7.1920	3.1886	18.7029	0.2927	
27.49	2.2539	7.3613	2.9036	18.6949	0.2790	
27.50	2.1663	7.2420	2.9437	19.3695	0.2634	
27.51	2.2212	7.5980	2.8899	19.2062	0.2881	
27.52	2.2403	7.8507	2.7033	18.7658	0.3025	
27.53	2.2785	8.3292	2.4825	18.7212	0.3330	
27.54	2.1750	8.4034	2.5850	18.3307	0.3644	
27.55	1.8329	8.7964	2.3473	19.6624	0.3037	
27.56	1.8425	9.2698	2.4637	19.9019	0.3011	
27.57	1.8466	9.0064	2.4957	19.9274	0.2905	
27.58	1.6933	9.2555	2.5452	20.3129	0.2795	
27.59	1.6963	8.8565	2.6698	20.7244	0.2623	
27.60	1.6452	8.1620	2.7444	20.4707	0.2453	
27.61	1.6088	8.2271	3.0546	19.2467	0.2884	
27.62	1.5652	8.0758	3.0272	19.2209	0.2737	
27.63	1.4004	8.4390	2.9171	18.5326	0.2705	
27.64	1.4456	8.3449	3.0693	19.0824	0.2647	
27.65	1.2773	8.4912	3.2325	18.3876	0.2531	
27.66	1.2100	8.4939	3.2794	18.6557	0.2340	
27.67	1.2276	8.6887	3.6016	19.1600	0.2027	
27.68	1.0502	8.9156	3.3027	19.0166	0.1949	
27.69	1.1140	9.2506	3.0026	19.3981	0.2182	
27.70	1.2560	9.6899	3.2553	19.7982	0.2418	
27.71	1.1385	9.8826	3.3601	19.1409	0.2459	
27.72	1.1880	10.2871	3.2661	19.1729	0.2516	
27.73	1.2091	9.9333	3.0645	20.0106	0.2468	
27.74	1.1662	9.7272	3.2757	19.5182	0.2477	
27.75	1.1905	9.5240	3.6261	20.1374	0.2255	
27.76	1.2694	8.9916	4.0278	18.9461	0.2430	
27.77	1.0943	9.6503	4.1112	18.3299	0.2553	
27.78	1.2277	9.7679	4.5252	18.1427	0.3059	
27.79	1.2257	9.6880	4.4917	19.3653	0.2860	
27.80	1.2155	10.2140	4.2886	18.8234	0.3054	
27.81	1.0537	10.1613	4.1520	18.7109	0.2810	
27.82	1.1836	9.8161	4.1127	18.8411	0.2838	
27.83	1.0598	8.8822	4.2334	19.3635	0.2352	
27.84	1.0073	8.4565	4.2217	19.4585	0.2179	
27.85	0.9651	8.3811	3.8748	20.6313	0.1966	
27.86	0.9290	7.7145	3.7918	20.0746	0.2047	
27.87	0.8331	7.8465	3.3374	19.9985	0.1898	
27.88	0.8765	7.5271	3.1168	20.1528	0.1936	
27.89	0.9479	7.5151	3.5779	20.7856	0.1936	
27.90	0.9818	7.8935	3.9461	20.1084	0.2039	
27.91	1.0435	7.7549	4.1964	19.3212	0.2102	
27.92	1.0422	7.5327	4.2792	19.5124	0.2059	
27.93	1.0794	8.0901	4.5218	19.3847	0.2274	
27.94	1.1768	8.1080	4.6377	18.7063	0.2538	
27.95	1.2066	7.8849	4.6651	18.8993	0.2555	
27.96	1.1466	7.9045	4.8044	18.9136	0.2467	
27.97	1.2568	7.0441	4.6414	19.9993	0.2303	
27.98	1.4673	6.9667	4.7378	19.8925	0.2428	
27.99	1.3979	6.8315	4.4983	19.1330	0.2376	
28.00	1.4657	7.6020	4.5389	18.9002	0.2539	
28.01	1.3687	7.3919	4.8489	17.5432	0.2547	
28.02	1.4346	7.5668	4.9708	16.5863	0.2812	
28.03	1.4724	6.7223	4.9783	16.5876	0.2535	
28.04	1.4471	6.6216	4.4509	17.3782	0.2545	
28.05	1.6126	7.2281	4.4258	18.0217	0.2594	
28.06	1.7500	6.6482	4.1602	18.0469	0.2431	
28.07	1.7810	6.1696	3.9594	17.7903	0.2399	
28.08	1.8788	6.3084	4.0847	17.6725	0.2545	
28.09	1.7637	6.3834	4.7200	17.4806	0.2384	
28.10	1.8148	6.6216	4.8957	17.9347	0.2477	
28.11	1.8356	6.8157	4.8792	17.5548	0.2709	
28.12	1.9480	6.8672	4.2641	18.0856	0.2877	
28.13	1.9353	6.9659	4.3140	17.8282	0.3010	
28.14	2.0183	7.0136	4.4422	18.3018	0.2861	
28.15	1.9199	6.5712	4.9369	18.6457	0.2369	
28.16	2.0335	6.9240	4.7788	18.7244	0.2625	
28.17	2.0300	6.8057	5.2773	16.3424	0.3023	
28.18	2.2157	6.6447	5.5022	16.3153	0.3046	
28.19	2.3583	6.7946	5.3857	15.6910	0.3529	
28.20	2.4902	6.4799	5.6845	16.5403	0.2877	
28.21	2.6026	6.8818	5.7749	16.9422	0.3215	
28.22	2.2899	6.5553	5.6882	16.7661	0.2800	
28.23	2.1836	6.6962	6.1045	17.0109	0.2853	
28.24	2.2218	7.1417	5.8577	15.0898	0.3505	
28.25	2.2798	7.5092	6.2251	13.9506	0.3668	
28.26	2.4603	6.9097	6.7802	13.8060	0.3549	
28.27	2.6857	7.1089	6.2033	14.3740	0.3819	
28.28	2.6099	6.9513	5.3983	15.2924	0.3569	
28.29	2.3860	7.0650	5.1546	15.0098	0.3404	
28.30	2.7622	6.6955	4.8116	15.4606	0.3271	
28.31	2.8712	6.4520	4.9315	15.1825	0.3130	
28.32	2.5974	6.9523	5.0467	13.9811	0.3331	
28.33	2.7943	6.8041	5.1514	13.1634	0.3704	
28.34	2.3553	7.0032	5.7814	12.5670	0.3485	
28.35	2.3756	7.0252	5.7730	12.7743	0.3415	
28.36	2.2615	7.3118	5.5508	12.8769	0.3529	
28.37	2.2879	6.8625	4.9460	13.1185	0.3289	
28.38	2.4057	6.4262	4.8912	13.5610	0.2968	
28.39	2.6753	6.4604	4.9981	13.2804	0.3496	
28.40	2.6459	6.6721	5.1499	13.6347	0.3401	
28.41	3.1840	6.1692	5.4380	13.9882	0.3563	
28.42	3.6626	6.1146	5.4227	14.5218	0.3958	
28.43	3.7939	5.6127	5.7837	14.1711	0.3968	
28.44	3.9901	5.2888	6.0912	14.1143	0.3977	
28.45	3.9751	5.3485	6.1424	13.9862	0.4017	
28.46	3.7136	5.5499	6.4118	13.5601	0.4348	
28.47	3.5262	5.6473	6.2369	13.9695	0.3943	
28.48	3.1797	5.4933	5.7738	13.9061	0.3787	
28.49	3.2679	5.6094	5.6066	13.9934	0.3782	
28.50	3.6006	5.2576	5.0777	14.4603	0.3725	
28.51	3.7963	5.3189	4.6676	14.0423	0.4198	
28.52	3.5659	5.3690	4.4827	14.5298	0.3849	
28.53	3.7484	5.1757	4.8890	14.3901	0.3958	
28.54	4.0501	5.3191	5.1765	14.3850	0.4170	
28.55	4.1389	5.1626	5.4873	13.6700	0.4128	
28.56	4.8038	5.2405	5.5350	14.3763	0.4358	
28.57	4.6423	5.4115	5.6891	14.9009	0.4030	
28.58	4.2918	5.7879	6.0341	14.8981	0.4051	
28.59	4.7950	5.7094	6.4255	14.6132	0.4513	
28.60	4.9550	5.8164	6.3344	15.0040	0.4595	
28.61	5.0515	5.9844	6.1201	14.9561	0.4364	
28.62	5.5932	5.9820	5.7034	14.9680	0.4940	
28.63	5.4756	5.9695	5.6901	15.0792	0.4783	
28.64	5.4018	5.9714	6.1554	14.2762	0.5105	
28.65	4.8830	5.9548	5.9236	14.4759	0.4871	
28.66	4.6971	6.1272	6.0245	14.2942	0.4975	
28.67	4.1168	6.4974	5.5646	14.2191	0.4796	
28.68	4.2563	6.2767	5.2071	14.6346	0.4836	
28.69	4.0698	6.2532	5.3184	14.7506	0.4838	
28.70	3.7954	5.8953	5.4013	15.4738	0.3770	
28.71	3.9242	6.4430	5.7603	15.0989	0.4131	
28.72	4.6616	6.6389	5.4459	14.8672	0.5010	
28.73	4.5961	6.7366	5.3333	15.5602	0.4833	
28.74	4.7736	6.7852	4.8879	15.7794	0.4644	
28.75	4.7232	6.7643	4.8583	15.2946	0.4946	
28.76	4.7634	6.6045	4.8266	15.3389	0.4683	
28.77	4.6742	6.4587	4.8487	15.1698	0.4280	
28.78	4.6842	7.0745	4.6221	15.2590	0.4499	
28.79	4.8851	7.1092	4.5662	15.2719	0.4719	
28.80	4.8353	7.2902	4.7979	15.0043	0.4891	
28.81	4.9833	7.0255	5.0170	15.0581	0.4760	
28.82	4.7093	6.9497	5.3221	14.5970	0.4754	
28.83	4.8286	7.1971	5.4257	13.4327	0.5626	
28.84	4.7855	7.2748	5.2320	13.6862	0.5769	
28.85	5.1765	7.0283	5.3751	14.3062	0.5666	
28.86	5.1488	7.0333	5.3780	14.5851	0.5530	
28.87	5.1660	7.3853	5.7492	13.6935	0.6302	
28.88	5.8005	7.2585	5.7968	13.2016	0.6890	
28.89	6.1192	7.1590	6.1926	14.1146	0.6570	
28.90	5.7384	7.3600	5.9045	15.2945	0.5664	
28.91	6.1377	7.7009	5.6220	15.6897	0.5577	
28.92	6.9180	8.4100	5.3907	15.9001	0.6250	
28.93	6.3897	7.6312	4.8642	16.7588	0.5361	
28.94	6.6214	7.7131	4.8611	16.4172	0.5275	
28.95	6.0166	7.5067	4.9031	15.8816	0.4966	
28.96	5.5029	7.7936	5.2052	15.0031	0.4915	
28.97	5.9080	8.1207	4.5975	15.9403	0.4800	
28.98	5.7637	8.2766	4.7087	14.9958	0.5002	
28.99	5.8368	8.2685	4.7367	14.6813	0.5294	
29.00	5.8397	7.7486	4.8425	14.4284	0.5755	
29.01	5.7621	7.7307	4.7750	14.4364	0.5842	
29.02	5.8922	8.1001	4.9494	13.3212	0.6710	
29.03	6.0371	8.4847	4.6001	13.9012	0.6642	
29.04	5.9085	8.4894	4.9352	13.9060	0.6422	
29.05	5.7589	8.7946	4.8705	14.1595	0.6426	
29.06	6.2180	8.6343	4.9376	14.3340	0.7004	
29.07	7.1179	8.1025	5.0811	14.4946	0.6371	
29.08	7.1651	7.6041	4.9198	13.8486	0.6564	
29.09	6.7881	7.6890	5.3410	13.5705	0.6315	
29.10	5.9229	7.9139	5.3790	13.0077	0.6126	
29.11	6.2962	7.6915	5.1582	12.9910	0.6789	
29.12	6.3613	8.4984	5.1080	12.3097	0.8137	
29.13	7.4165	8.3384	5.1633	12.6016	0.9248	
29.14	6.9600	7.9614	5.2738	12.8118	0.7786	
29.15	6.5036	8.0476	5.0993	12.2114	0.8174	
29.16	6.7073	8.1419	5.1234	11.9628	0.9094	
29.17	7.3566	8.2519	4.9824	11.8027	0.9979	
29.18	7.1330	8.5642	4.6156	11.9723	1.0442	
29.19	8.0433	8.3254	4.3341	12.4696	1.0966	
29.20	7.4692	8.8115	4.1873	12.3107	1.1964	
29.21	8.1034	9.1986	4.1204	12.4168	1.3250	
29.22	7.8449	9.2371	4.1084	12.2976	1.3057	
29.23	8.2205	9.7944	4.5209	12.6618	1.3510	
29.24	7.8199	10.6946	4.3768	12.1552	1.4445	
29.25	8.2227	9.8879	4.4104	12.2292	1.3997	
29.26	7.7528	9.9907	4.1819	12.5236	1.2893	
29.27	7.7966	10.6880	4.4001	12.3143	1.4203	
29.28	7.1700	10.1191	4.1581	11.9235	1.4799	
29.29	7.1958	9.7130	3.8903	12.5226	1.3281	
29.30	6.1201	9.9626	3.6650	13.1238	1.1230	
29.31	6.3698	10.1911	3.6317	13.6840	1.0813	
29.32	6.5184	9.8650	3.2335	14.5884	0.9498	
29.33	7.0796	10.0806	3.1025	13.9317	1.1121	
29.34	6.7286	10.7161	3.5414	14.3837	1.0376	
29.35	7.0983	10.6854	3.5001	14.2994	1.1533	
29.36	7.0829	11.1875	3.3763	14.8671	1.0106	
29.37	6.9694	11.5237	3.3546	15.3836	0.9914	
29.38	6.5392	11.6751	3.1329	15.4078	0.9743	
29.39	6.5954	11.8028	2.8959	15.6171	0.8795	
29.40	6.1098	11.1656	2.9375	15.6223	0.7994	
29.41	7.0140	10.6801	2.9526	15.5601	0.8476	
29.42	6.9211	11.0539	3.1222	14.9359	0.9179	
29.43	7.0951	11.6103	3.3566	14.7224	0.9729	
29.44	7.8954	12.2636	3.2108	14.4946	1.1242	
29.45	7.9921	12.0130	3.4265	13.7817	1.1405	
29.46	7.7902	11.3739	3.5000	12.8997	1.1882	
29.47	7.5766	11.1863	3.5375	12.6935	1.1691	
29.48	7.8650	11.8034	3.4178	12.5112	1.2136	
29.49	7.0883	10.8948	3.1772	12.6030	1.0694	
29.50	6.9108	11.3810	2.9442	13.3277	1.0236	
29.51	6.3466	11.5535	2.6317	13.9978	0.9128	
29.52	6.2015	11.9267	2.6757	12.8753	1.0954	
29.53	5.4585	11.2575	2.5895	12.4029	0.9884	
29.54	5.1795	11.1738	2.5195	12.2013	1.0380	
29.55	4.5706	11.1373	2.5751	12.4002	0.9420	
29.56	4.3020	10.7531	2.4586	12.5020	0.8831	
29.57	4.4036	11.4726	2.3044	12.0849	0.9837	
29.58	4.3647	11.5379	2.3223	11.8646	1.0259	
29.59	4.2545	11.9029	2.4601	11.3829	1.1211	
29.60	4.2588	12.1454	2.2879	11.3018	1.0600	
29.61	4.3501	12.3911	2.2272	10.5751	1.1857	
29.62	4.8899	13.3922	2.1017	10.7324	1.3917	
29.63	5.5828	13.0279	1.9204	10.6873	1.6114	
29.64	6.2806	12.0679	1.8716	11.6216	1.3666	
29.65	6.1981	11.4686	1.7731	12.6848	1.1135	
29.66	6.3755	11.0601	1.8780	13.1571	1.0778	
29.67	6.3519	11.4649	1.9628	13.2226	1.0630	
29.68	7.1440	11.5065	2.0185	12.6875	1.2642	
29.69	6.3326	12.2658	1.9477	12.2474	1.2401	
29.70	6.1433	12.2217	1.7806	12.1893	1.3350	
29.71	6.5957	11.9213	1.7722	11.9126	1.3355	
29.72	5.8145	11.6619	1.7387	12.0421	1.1726	
29.73	6.1030	11.0908	1.7572	12.0953	1.1536	
29.74	5.9665	11.6938	1.8777	11.8294	1.1554	
29.75	6.2116	11.4215	1.9987	12.0932	1.1349	
29.76	6.0047	10.6734	2.0479	12.3056	1.0738	
29.77	5.8047	10.7345	2.1563	12.0691	1.0670	
29.78	5.4048	10.1824	2.0979	11.6034	1.0611	
29.79	5.5275	10.5246	2.1951	11.1791	1.0924	
29.80	5.9561	10.1682	2.3116	11.3278	0.9649	
29.81	6.1985	11.1484	2.0145	11.4849	1.1214	
29.82	6.8746	10.5423	1.9082	11.7191	1.1148	
29.83	6.8502	10.5509	1.8839	11.5182	1.1536	
29.84	6.7263	10.7118	2.0118	11.5912	1.1623	
29.85	6.3898	10.5528	1.9902	11.4571	1.1812	
29.86	6.1758	10.2085	2.1377	10.8211	1.2385	
29.87	5.4082	10.0010	1.9820	11.0557	1.1848	
29.88	5.3286	9.8820	1.9978	11.4580	1.0525	
29.89	5.3637	10.1365	1.9484	11.1574	1.1456	
29.90	4.5096	10.7020	2.0135	11.1844	0.9969	
29.91	4.5516	9.6948	1.9496	11.1460	1.0171	
